pathway,Day01BHET1,Day01BHET2,Day01BHET3,Day03BHET1,Day03BHET2,Day03BHET3,Day07BHET1,Day07BHET2,Day07BHET3,Day14BHET1,Day14BHET2,Day14BHET3,Day21BHET1,Day21BHET2,Day21BHET3,Day30BHET1,Day30BHET2,Day30BHET3,Day42BHET1,Day42BHET2,Day42BHET3,Day01LowCrys1,Day01LowCrys2,Day01LowCrys3,Day03LowCrys1,Day03LowCrys2,Day03LowCrys3,Day07LowCrys1,Day07LowCrys2,Day07LowCrys3,Day14LowCrys1,Day14LowCrys2,Day14LowCrys3,Day21LowCrys1,Day21LowCrys2,Day21LowCrys3,Day30LowCrys1,Day30LowCrys2,Day30LowCrys3,Day42LowCrys1,Day42LowCrys3,Day01LowCrysWater1,Day01LowCrysWater2,Day01LowCrysWater3,Day03LowCrysWater1,Day03LowCrysWater2,Day03LowCrysWater3,Day07LowCrysWater1,Day07LowCrysWater2,Day07LowCrysWater3,Day14LowCrysWater1,Day14LowCrysWater2,Day14LowCrysWater3,Day21LowCrysWater1,Day21LowCrysWater2,Day21LowCrysWater3,Day30LowCrysWater1,Day30LowCrysWater2,Day30LowCrysWater3,Day42LowCrysWater1,Day42LowCrysWater2,Day42LowCrysWater3,Day01NoC1,Day01NoC2,Day01NoC3,Day03NoC1,Day03NoC2,Day03NoC3,Day07NoC1,Day07NoC2,Day07NoC3,Day14NoC1,Day14NoC2,Day14NoC3,Day21NoC1,Day21NoC2,Day21NoC3,Day30NoC1,Day30NoC2,Day30NoC3,Day42NoC1,Day42NoC2,Day42NoC3,Day01PET1,Day01PET2,Day01PET3,Day03PET1,Day03PET2,Day03PET3,Day07PET1,Day07PET2,Day07PET3,Day14PET1,Day14PET2,Day14PET3,Day21PET1,Day21PET2,Day21PET3,Day30PET1,Day30PET2,Day30PET3,Day42PET2,Day42PET3,Day01WeatherPET1,Day01WeatherPET2,Day01WeatherPET3,Day03WeatherPET1,Day03WeatherPET2,Day03WeatherPET3,Day07WeatherPET1,Day07WeatherPET2,Day07WeatherPET3,Day14WeatherPET1,Day14WeatherPET2,Day14WeatherPET3,Day21WeatherPET1,Day21WeatherPET2,Day21WeatherPET3,Day30WeatherPET1,Day30WeatherPET2,Day30WeatherPET3,Day42WeatherPET1,Day42WeatherPET2,Day42WeatherPET3,Inoc2,Inoc3,Inoc4,
ARGSYNBSUB-PWY, N-ACETYLTRANSFER-RXN  ( ( ACETYLGLUTKIN-RXN N-ACETYLGLUTPREDUCT-RXN ACETYLORNTRANSAM-RXN GLUTAMATE-N-ACETYLTRANSFERASE-RXN ) + CARBPSYN-RXN ) ORNCARBAMTRANSFER-RXN ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN ,37.4518,38.8103,37.1869,55.7179,58.5158,57.7524,50.2017,55.1341,55.985,52.5212,52.4829,52.4195,56.6104,52.6398,53.9279,54.5857,50.8746,54.2962,52.7372,49.7725,56.9812,57.0454,51.3303,46.3224,56.7586,57.4816,51.3648,52.1608,51.4475,46.2389,61.9556,59.8615,57.0241,61.263,58.1295,58.3287,68.1806,64.0278,63.2228,60.5742,78.3426,43.0722,48.4531,44.3843,39.4172,45.3453,37.5245,41.975,45.1811,38.9548,52.2961,58.2295,49.4685,54.8029,59.7405,52.954,60.8353,60.2858,57.4693,51.1289,57.7216,55.9192,64.3751,61.6463,61.6648,59.7007,56.6988,57.8381,59.3925,59.1282,63.3269,63.4478,64.2805,65.1814,62.0088,61.1117,68.2857,66.0037,57.5596,67.5915,58.0941,54.4725,59.0917,44.6686,44.791,44.4054,47.5987,48.4757,45.5731,64.9886,54.2956,52.776,58.3191,58.1593,57.1454,61.2924,59.7581,56.8252,57.0623,64.352,60.3261,67.2343,66.6497,42.2104,38.5703,42.6668,47.8287,39.4975,39.6458,53.3661,48.1349,54.0527,62.4676,49.6587,51.5085,61.1248,56.1252,57.4512,57.9625,56.905,62.0887,60.1243,58.9644,56.8826,47.1514,48.8076,55.7458
ARO-PWY," DAHPSYN-RXN 3-DEHYDROQUINATE-SYNTHASE-RXN  3-DEHYDROQUINATE-DEHYDRATASE-RXN ( RXN-7968 , SHIKIMATE-5-DEHYDROGENASE-RXN ) SHIKIMATE-KINASE-RXN 2.5.1.19-RXN CHORISMATE-SYNTHASE-RXN ",36.6323,37.6545,36.0381,55.5899,58.4706,57.4969,50.6972,55.46,56.7069,52.742,52.8345,52.7068,57.6414,53.1823,54.5085,55.3012,50.6759,54.7147,52.8563,49.7427,57.5664,58.1675,53.6593,47.3259,60.4624,59.7028,53.4019,55.0867,53.8527,47.9768,66.7916,64.9823,59.5357,69.3454,60.9856,61.8957,77.6603,66.7587,68.586,65.9637,80.4897,44.5868,49.88,46.0824,39.9636,46.4602,38.8881,43.4092,46.6206,40.3044,54.2782,60.3939,51.9147,57.3357,60.7637,54.2433,62.7678,60.2135,57.6826,52.1271,57.2411,56.0778,65.9882,64.8492,62.6985,60.15,58.455,57.7604,60.4544,61.1746,63.8661,63.9142,66.6,65.0392,62.0974,63.658,67.3809,65.7907,58.5751,67.0354,57.5073,56.1883,58.2739,44.816,44.7838,44.7546,48.0565,49.0695,45.9467,70.7421,54.4359,54.3721,61.499,57.8663,58.6916,63.6019,59.864,57.8934,57.5188,63.437,59.5053,66.0174,70.3842,42.5175,39.8441,43.7359,48.4782,40.5023,39.6476,54.8961,49.5498,54.3074,60.1057,50.9502,52.371,60.3363,56.6596,57.7674,56.6805,56.2842,60.8214,58.2494,57.3922,55.0508,52.5601,54.3933,61.1198
ASPASN-PWY, ASPAMINOTRANS-RXN ASPARTASE-RXN ASNSYNA-RXN ASPARAGHYD-RXN ,22.4743,22.8515,22.7655,26.2161,24.4712,25.3635,20.7524,23.3816,20.4512,27.7912,26.8961,27.3643,29.5489,26.0587,26.8633,29.0075,26.3359,27.5939,27.8954,26.077,28.0067,23.3663,20.7283,16.4872,19.6812,19.0097,16.8998,16.5629,18.2293,16.0795,13.0061,14.6565,21.1245,22.9754,14.871,19.9194,29.8336,22.7872,25.6544,29.1589,15.8058,24.5045,28.349,28.846,18.3914,18.2062,16.2766,20.4096,20.1841,17.5174,31.172,27.4521,22.6627,33.0868,31.6093,30.6216,39.994,33.6083,36.8959,28.6655,29.7061,31.4372,39.29,42.5418,34.5509,32.1335,33.4059,30.1635,28.8629,38.894,32.327,34.3107,42.2759,40.1476,36.524,41.3937,46.3004,40.3727,41.2726,42.6973,32.9195,35.9195,35.9657,22.6966,23.0036,23.968,18.4773,19.1499,19.1791,25.0104,33.1462,33.8524,32.3806,41.1027,38.3182,36.2994,41.3529,36.9507,33.5615,46.2513,40.2373,44.8824,38.2855,18.0649,19.9244,18.2081,16.8569,16.9159,16.3466,31.7363,29.4753,33.5071,41.0609,32.0216,29.3458,41.018,40.9076,36.1299,37.8916,38.0897,39.8496,38.5722,39.3343,36.4082,20.8021,22.308,25.0342
AST-PWY, ARGININE-N-SUCCINYLTRANSFERASE-RXN SUCCARGDIHYDRO-RXN SUCCORNTRANSAM-RXN SUCCGLUALDDEHYD-RXN SUCCGLUDESUCC-RXN ,14.3728,12.7929,12.2901,25.109,22.7435,23.0084,19.0534,20.6587,19.3338,18.1474,15.9766,16.235,19.3989,18.1454,18.2896,22.1456,20.0658,20.7979,19.817,18.9899,21.5587,32.8863,26.129,26.2008,25.3948,27.7167,24.5227,23.7094,22.2123,19.3868,17.6911,20.2358,14.9785,16.4312,20.7318,14.2991,13.5931,19.5525,15.1259,14.7093,12.3431,19.4673,21.5923,16.9451,19.0543,22.521,19.0214,17.6197,21.3394,18.0407,15.9893,20.8689,15.9099,14.3036,23.9109,13.5234,14.6758,24.2727,14.2454,17.0437,24.0609,15.4489,28.4813,24.5619,31.5019,23.9776,24.5215,27.2407,23.4898,22.0019,27.998,26.9427,23.9734,37.0748,26.7131,20.5835,41.719,29.4021,21.4735,37.2534,27.058,20.8908,34.1774,26.3654,26.1118,23.9343,25.0519,23.2184,23.6591,20.4084,19.7902,16.65,20.5828,16.3947,19.7135,19.8126,15.8247,20.3526,19.7171,15.3741,19.3215,16.1408,18.4149,26.1796,19.5473,26.4012,24.6493,20.767,23.5005,18.3433,17.0146,19.4717,20.5128,16.6526,22.1271,18.142,15.8313,21.6602,21.3835,16.7297,18.598,22.2534,16.6933,20.2585,35.1932,34.7983,38.3994
BIOTIN-BIOSYNTHESIS-PWY, RXN-11475 RXN-11474 RXN-11476 RXN-11477 RXN-11478 RXN-11479 RXN-11480 RXN-11481 RXN-11482 RXN-11483 RXN-11484  DAPASYN-RXN DETHIOBIOTIN-SYN-RXN 2.8.1.6-RXN ,31.5356,32.1355,29.3531,47.7261,46.3809,47.3036,39.1394,42.8185,40.6819,35.2268,32.6958,34.0453,38.7724,36.3667,37.2415,41.9764,37.3503,39.7369,38.375,35.7241,43.223,57.2663,50.1583,46.7538,54.1809,54.5454,48.5531,50.3134,50.0804,44.7397,64.5158,60.9992,46.536,58.868,53.0466,47.8696,57.4953,51.664,51.8585,56.2185,71.5353,34.8092,38.3017,33.0167,35.3879,40.1216,33.2533,35.5079,39.3623,33.27,40.8974,47.6348,37.9455,41.4588,48.6751,38.5334,43.4378,49.2686,41.9055,43.119,49.0877,43.3565,50.6753,47.283,51.9213,49.4575,49.5439,50.2181,48.7453,48.3444,53.4534,53.0987,53.8455,60.011,52.2112,49.8898,64.2619,55.1098,46.5235,60.9578,49.9678,47.4847,54.4056,41.6372,41.1458,38.8634,44.6333,43.6647,43.0877,44.2639,45.6882,40.5615,45.05,47.6452,45.3544,47.9725,48.8281,46.7772,51.4376,56.2343,52.8104,64.4404,60.6689,40.0284,34.2129,40.4533,44.0645,36.5967,38.2426,39.7656,37.5494,45.2982,58.9741,39.766,43.4623,51.7798,43.8142,47.5963,52.4047,50.6985,54.739,54.5932,54.4225,52.5296,52.8605,53.9921,61.1271
BRANCHED-CHAIN-AA-SYN-PWY,"  -RXN-15122 ( -RXN-15121 , -RXN-15123 , ACETOOHBUTSYN-RXN )  ACETOOHBUTREDUCTOISOM-RXN DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN  ACETOLACTSYN-RXN ACETOLACTREDUCTOISOM-RXN DIHYDROXYISOVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERVAL-RXN  2-ISOPROPYLMALATESYN-RXN -3-ISOPROPYLMALISOM-RXN -RXN-8991 -3-ISOPROPYLMALDEHYDROG-RXN -RXN-7800 BRANCHED-CHAINAMINOTRANSFERLEU-RXN ",46.6318,48.7926,45.3458,80.8514,88.8377,85.1153,76.658,84.5308,88.2604,81.639,83.9362,82.9106,88.3908,82.8505,84.2661,82.0726,76.9439,83.2987,79.5269,76.4455,85.8753,79.1052,75.2633,64.607,87.1091,86.1573,76.1886,78.1727,75.1045,66.796,90.7114,92.0002,92.0672,95.2347,88.3376,94.5044,107.029,100.9895,100.1603,86.996,115.4645,62.7322,70.0452,64.4365,53.8253,64.1109,52.8985,60.3514,65.2843,56.7719,76.651,88.1485,76.8469,81.1966,87.4307,78.9179,87.9295,83.9537,81.6293,71.3708,79.8607,80.2758,93.3315,90.476,87.0526,83.7522,77.8927,77.8472,86.4469,82.8606,88.5273,89.3877,90.4468,89.6857,86.3614,86.8518,89.6902,90.6993,77.9931,90.6015,79.4256,72.9294,79.3758,60.8152,61.4883,62.5158,65.7457,68.3495,61.9461,107.6132,77.8559,79.7519,89.8158,80.3438,83.5251,92.402,84.064,81.3977,78.5317,85.7554,80.6662,85.4713,97.971,58.9316,56.772,60.6551,66.9727,55.4003,52.9111,82.9214,72.8127,78.1069,80.0669,73.3659,74.8692,85.27,81.2971,82.5336,77.2938,76.9302,83.9354,79.8171,77.0447,73.8057,76.0289,77.4949,86.228
CALVIN-PWY," TRIOSEPISOMERIZATION-RXN ( ( -SEDOBISALDOL-RXN SEDOHEPTULOSE-BISPHOSPHATASE-RXN 1TRANSKETO-RXN ( RIB5PISOM-RXN , RIBULP3EPIM-RXN ) PHOSPHORIBULOKINASE-RXN RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN PHOSGLYPHOS-RXN 1.2.1.13-RXN ) , ( F16ALDOLASE-RXN F16BDEPHOS-RXN 2TRANSKETO-RXN ) ) ",38.0829,39.7246,37.3389,58.3869,61.6723,58.7321,54.1416,57.2662,58.4736,54.8655,55.8937,54.9202,61.0493,57.0009,57.6921,57.6945,53.4181,57.7918,56.3722,54.0616,59.7083,62.2715,56.3613,49.5581,61.9462,63.1958,56.5432,57.7396,55.6269,49.5219,62.987,61.9619,64.3973,74.1018,61.6315,69.0667,77.302,69.5464,68.6951,72.0418,75.9413,50.5746,56.5668,51.9274,40.3563,48.7655,38.7886,45.1366,48.4623,42.5615,59.8702,66.6502,55.7834,62.8147,68.8905,60.3069,70.3089,66.1067,63.7666,59.0405,63.1223,60.2835,75.5244,71.398,71.4234,66.5452,59.3997,62.7506,66.5865,63.4556,69.4944,69.5947,70.0176,72.2368,67.3046,65.9535,74.0772,72.1193,62.4327,73.9396,61.9055,58.936,62.8569,50.0997,50.936,51.5953,49.3343,51.382,46.6583,65.9388,55.3274,55.4551,58.864,58.4982,61.3098,62.5061,61.0705,59.9338,54.9107,62.2832,60.1018,63.8332,67.5356,46.7338,43.7723,47.1944,49.0231,39.4871,39.4481,55.2534,49.2883,54.1011,58.9978,49.9225,53.384,60.4504,55.5922,58.6298,56.3006,54.7651,60.1993,59.0348,55.4372,54.5679,52.9652,54.4487,62.0421
CATECHOL-ORTHO-CLEAVAGE-PWY, CATECHOL-12-DIOXYGENASE-RXN MUCONATE-CYCLOISOMERASE-RXN MUCONOLACTONE-DELTA-ISOMERASE-RXN 3-OXOADIPATE-ENOL-LACTONASE-RXN ,2.5139,2.7592,3.0472,0.9582,1.2771,0.7159,4.195,3.1046,3.3396,2.8373,3.3105,2.8908,4.0241,4.2791,3.5423,3.453,3.681,3.4135,3.6922,4.6665,3.1343,3.3,7.2407,4.6725,7.6173,6.5901,5.0511,4.4913,4.0041,2.9204,2.7564,2.6906,2.425,2.8594,2.6001,2.9933,1.5736,2.1185,1.6841,1.4919,2.3768,2.1435,2.3078,1.7602,1.2285,0.9877,0.9722,1.1595,1.3311,0.9784,1.2443,1.3172,1.1097,1.062,0.9618,0.3696,0.9448,1.1305,0.9933,1.0068,1.2938,1.0518,4.5525,3.8925,3.1124,2.2752,1.7297,1.3024,1.9633,1.6019,1.5672,1.4296,1.8233,1.4861,1.6075,1.9695,1.9419,1.5821,1.3437,1.761,1.0888,0.9215,1.2645,3.4129,3.1526,2.8447,2.2672,1.831,2.1729,1.7701,1.7016,1.8125,1.0865,1.1986,1.3231,1.5387,1.3945,1.5976,1.1101,1.0199,1.3912,0.9377,2.3886,3.1054,3.8821,4.0411,1.8421,1.5213,1.3221,1.6937,1.7904,1.7715,0.7683,1.3515,1.501,1.1817,1.6419,1.8023,1.2163,1.1931,0.6149,1.1814,0.9522,0.4261,13.3108,11.8862,13.0978
CENTBENZCOA-PWY, 1.3.99.15-RXN 4.2.1.100-RXN HADTHAUERA-RXN OAHTHAUERA-RXN -1.1.1.259-RXN -RXN-8032 ,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTFERM-PWY, PYRUFLAVREDUCT-RXN ACETYL-COA-ACETYLTRANSFER-RXN RXN-11662 RXN-11667 BUTYRYL-COA-DEHYDROGENASE-RXN PHOSPHATE-BUTYRYLTRANSFERASE-RXN BUTYRATE-KINASE-RXN ,4.7845,5.0635,5.1043,0.9543,1.3326,1.3522,2.7699,2.8217,1.24,10.0543,9.9382,10.2101,11.2382,8.4527,9.403,9.0503,6.9086,8.4408,7.389,7.1398,9.4841,5.5966,8.2452,5.1968,9.4899,9.1098,7.8536,9.5088,8.03,6.8979,7.2954,7.2301,15.2977,13.9992,7.6539,12.1865,10.8666,7.1259,9.8363,5.979,10.1449,3.7408,2.9639,2.3184,2.1323,2.463,1.5118,1.4802,2.4206,2.0522,5.1909,5.6239,3.8579,4.5456,5.7429,3.4527,5.1103,5.1341,4.6936,2.8692,5.5649,4.452,5.5733,4.0655,4.3825,2.8751,2.2539,1.8274,3.8553,4.0246,4.7602,8.0605,8.8335,8.2536,10.1238,12.2174,8.9855,9.7183,8.2399,9.0117,8.0084,7.6809,7.8506,5.6018,4.5528,2.8974,3.9535,2.9768,3.0585,10.626,15.8526,15.3122,15.7887,19.102,16.6156,17.4429,18.922,15.9455,11.9428,21.6407,15.9008,14.719,20.4293,4.0013,6.5376,5.86,3.0896,1.3201,2.2389,14.0112,13.2154,17.0547,14.4806,15.4259,13.2562,19.8999,23.3853,17.1937,16.7502,16.1389,16.6739,16.4281,14.575,12.1093,6.2505,7.2019,7.6043
CHLOROPHYLL-SYN, UROGENDECARBOX-RXN RXN0-1461 PROTOPORGENOXI-RXN RXN1F-20 RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN -RXN-5282 -RXN-5283 -RXN-5284 RXN1F-72 RXN1F-10 ,0.0326,0.0907,0.0558,0.123,0.2905,0.0898,2.7704,2.2186,2.2615,3.3821,3.52,2.6728,5.3255,5.0526,4.6608,5.2127,4.6788,4.74,6.2064,5.3348,4.8338,1.2234,1.0025,1.1545,0.6433,1.0128,0.8565,1.1688,0.6096,0.8376,2.1061,1.7727,0.9617,0.9132,1.3427,1.8055,0.6528,1.1975,0.7551,0.5042,2.0075,0.0326,0,0,0.0594,0.2714,0.2996,0.1499,0.1961,0.1611,0.0322,0.1485,0.2283,0.099,0.0326,0,0.0906,0.1546,0.0614,0.086,0.1474,0.1423,0,0.1691,0.0326,0.206,0.2342,0.2048,0.55,0.2413,0.1953,0.0609,0.333,0.1355,0.1913,0.2239,0.1081,0.1683,0.1428,0.2006,0.1376,0.0899,0.0924,0.0643,0.0859,0.0558,0.1549,0.0579,0.0876,0.1819,0.2803,0.4019,0.1221,0.1133,0.062,0.2751,0.159,0.1279,0.1036,0.1404,0.3159,0.2217,0.1176,0.0609,0,0.0299,0,0.052,0.1428,0.2649,0.2374,0.28,0.0522,0.0759,0.2754,0.1865,0.174,0.191,0.1903,0.1822,0.1137,0.1268,0.1269,0,0.2154,0.2206,0.411
COA-PWY, P-PANTOCYSLIG-RXN P-PANTOCYSDECARB-RXN PANTEPADENYLYLTRAN-RXN DEPHOSPHOCOAKIN-RXN ,32.385,33.6,32.305,48.4125,51.18,50.36,45.0297,49.0661,50.2886,48.0518,48.3936,47.9363,52.7802,48.5166,49.7101,50.2161,45.9173,49.6619,47.9738,45.2891,52.0719,52.7241,47.6834,42.1369,52.6325,52.637,46.9265,49.6435,47.485,42.1575,61.1969,58.08,53.627,65.1289,54.5699,54.0695,69.4741,58.2034,59.0485,61.8557,71.5039,38.265,42.9124,39.4275,34.095,39.8699,32.7699,37.2246,40.0149,34.1925,47.745,52.97,44.1825,50.6681,54.165,46.8275,56.0573,53.735,50.6175,47.4528,51.1275,49.2124,57.435,54.585,55.225,52.6475,49.4475,50.85,52.63,52.135,56.6525,57.2,58.2346,59.7825,56.5825,57.0631,62.9,60.675,52.6465,62.3074,52.56,52.0218,53.8099,39.2425,39.195,38.8575,41.5075,42.42,39.7025,58.6575,48.81,49.295,53.835,52.4375,53.725,56.19,54.135,52.515,50.625,58.01,53.695,59.915,64.3,36.665,33.6975,37.73,41.5675,33.9725,33.8525,49.9825,44.345,48.925,54.6,45.5875,47.14,54.88,51.875,52.2875,51.53,50.6249,55.125,53.18,51.735,49.49,46.4025,48.3449,54.2174
COBALSYN-PWY, ( DMBPPRIBOSYLTRANS-RXN + ( BTUR2-RXN COBINAMIDEKIN-RXN COBINPGUANYLYLTRANS-RXN ) )  COBALAMIN5PSYN-RXN RXN-8770 ,30.3602,31.3658,29.3489,45.9511,49.0051,48.1258,41.9647,47.1133,47.3076,46.1114,46.797,46.091,49.5746,46.2893,46.8979,47.2766,44.0768,46.7763,45.8482,43.5178,48.8695,41.3184,33.8835,31.6692,42.2334,42.5515,36.0092,34.5482,35.736,32.1804,48.5686,47.0585,42.4911,35.3864,42.6985,40.3638,41.7072,46.1047,42.3267,36.4949,62.2018,20.8883,25.3279,19.3895,23.4885,27.9874,21.7454,23.7279,27.6901,23.1127,28.935,37.4916,33.2787,31.5208,36.4614,31.6294,31.8051,35.8245,31.779,30.3202,37.6942,35.3095,34.2455,33.5786,34.9097,34.5185,33.9584,34.0972,38.2614,33.8612,38.5041,39.7803,37.5567,45.8073,40.4381,38.1244,45.8786,42.5269,32.5644,44.3251,40.1637,34.2016,42.3869,26.9156,27.2747,25.4634,34.0238,33.0794,31.0088,55.0304,43.6835,41.6128,47.053,43.0226,40.9465,48.8935,44.8366,40.0214,45.6584,50.7449,44.7293,53.9112,54.9937,29.6189,25.6326,28.9858,35.0237,28.5775,28.3924,47.912,40.8154,45.4734,51.9164,41.1973,40.9725,50.2315,47.4591,45.0585,47.6103,46.2395,51.2338,49.4413,48.9239,46.2309,38.6346,39.6462,43.465
CODH-PWY," FORMATE-DEHYDROGENASE-NADP+-RXN ( ( ( ( METHYLENETHFDEHYDROG-NADP-RXN ( 1.5.1.20-RXN , RXN-5061 ) METHCOCLTH-RXN ) , METHENYLTHFCYCLOHYDRO-RXN , 1.2.7.4-RXN ) ACETYLSYNCLTH-RXN ) , FORMATETHFLIG-RXN ) ",1.2203,1.109,0.8608,0.3377,0.3772,0.3179,0.2189,0.4553,0.1396,0.4157,0.4156,0.199,0.7876,0.4553,0.4751,0.5342,0.3177,0.4953,0.3575,0.4161,0.5933,2.4776,3.7767,1.9664,1.7763,2.0831,1.5826,1.9457,1.1722,1.2302,1.4109,1.5756,2.0239,2.2233,0.9979,2.375,1.3919,0.6705,0.9924,0.4742,2.1416,0.5462,0.3547,0.3152,0.1984,0.0798,0.0399,0.02,0.1985,0.2574,0.2579,0.0798,0.0997,0,0.04,0.02,0.1395,0.04,0.04,0.0599,0.1395,0.0599,1.1689,0.4938,0.7565,0.3168,0.1793,0.336,0.3761,0.1792,0.3362,0.2972,0.2388,0.1788,0.0997,0.5914,0.2178,0.1985,0.3367,0.3741,0.0997,0.0798,0.1195,0.848,0.7183,0.6235,0.798,0.2774,0.3942,1.113,0.2771,0.2182,0.1588,0.218,0.0797,0.1984,0.2378,0.1786,0.0598,0.1588,0.1194,0.1391,0.02,0.6056,1.4246,0.7935,0.3363,0.1592,0.336,0.3946,0.6072,0.2771,0.02,0.0997,0.2575,0.1788,0.5293,0.0996,0.4319,0.1591,0.02,0.1195,0.1194,0.02,1.6889,2.3682,3.1721
COLANSYN-PWY," GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN PHOSPHOGLUCMUT-RXN GLUC1PURIDYLTRANS-RXN  (  UGD-RXN  ,  UDPGLUCEPIM-RXN  )  PGLUCISOM-RXN MANNPISOM-RXN PHOSMANMUT-RXN 2.7.7.13-RXN  GDPMANDEHYDRA-RXN 1.1.1.271-RXN ",16.8241,17.6715,15.1082,37.3845,39.6861,38.0599,34.6813,38.3656,40.0609,43.6917,45.0316,44.0543,46.7772,42.4521,43.4571,41.4616,37.8596,42.2792,39.4927,38.281,42.9074,39.9767,37.6751,33.7339,39.8883,41.8819,38.2099,38.9203,35.3919,32.6454,38.7921,36.8637,51.704,45.922,39.7351,47.3976,46.5115,40.8535,44.0737,40.408,43.0891,29.9835,30.9299,28.7477,27.7795,32.7092,27.3308,29.6452,31.2167,28.7541,34.0883,40.4323,36.4397,34.8612,39.7653,35.1887,34.8621,36.5452,33.2611,33.4389,36.1605,34.0569,36.1906,34.7226,33.5795,36.9661,33.5341,32.8544,38.4352,34.2155,37.6087,41.2816,39.9219,41.1072,41.8501,41.774,38.8026,44.5261,35.6104,40.4743,40.5312,37.8844,38.1227,27.4164,27.241,28.0792,30.4721,32.7512,28.2025,50.827,41.5555,46.4133,47.084,43.7265,46.1396,47.9399,44.0682,41.6044,37.2291,44.9464,40.0057,39.0528,47.4737,27.1119,26.6175,27.461,31.8798,26.3393,24.2896,48.003,42.4793,42.9073,39.5924,42.4904,40.3312,45.9563,49.1999,44.5357,40.4857,39.8347,43.7688,41.4672,38.7175,36.5196,26.0861,27.1019,31.1039
COMPLETE-ARO-PWY,"  DAHPSYN-RXN 3-DEHYDROQUINATE-SYNTHASE-RXN  3-DEHYDROQUINATE-DEHYDRATASE-RXN ( RXN-7968 , SHIKIMATE-5-DEHYDROGENASE-RXN ) SHIKIMATE-KINASE-RXN 2.5.1.19-RXN CHORISMATE-SYNTHASE-RXN  (  ANTHRANSYN-RXN PRTRANS-RXN PRAISOM-RXN IGPSYN-RXN RXN0-2381 -RXN0-2382  ,  CHORISMATEMUT-RXN PREPHENATEDEHYDRAT-RXN PHEAMINOTRANS-RXN  ) ",38.6489,39.7277,38.0215,59.6441,62.9072,61.8778,54.2861,59.5986,61.0599,56.4917,56.6802,56.6099,61.519,56.867,58.3152,58.9211,54.1044,58.4545,56.1693,52.9958,61.3851,62.2132,56.9591,50.3462,64.3031,63.5238,56.8011,58.5153,57.1399,50.8649,70.7242,68.7415,63.1813,73.7407,64.5624,65.6324,82.8933,70.9906,72.9643,69.9082,84.9944,47.0557,52.7645,48.4612,42.4392,49.57,41.3857,46.0445,49.6471,42.8345,57.3246,64.3025,55.188,60.6106,64.7134,57.2683,66.0392,63.9174,60.5021,55.1546,60.8178,59.0736,69.876,68.0471,66.6973,63.7941,61.7175,61.4634,64.2863,64.4232,68.0424,68.0946,70.2379,69.7698,66.1157,67.2236,72.241,70.0514,61.7344,71.6842,61.3292,59.6137,62.4503,47.6638,47.6168,47.494,51.3738,52.4051,49.0065,76.1347,57.9999,57.9156,65.8615,61.3334,62.4547,67.882,63.3587,61.4941,61.2805,67.154,63.1106,69.8619,74.6638,45.4474,42.1692,46.6395,51.9598,43.2055,42.397,58.7507,52.7471,57.8894,64.0485,54.2027,55.9431,64.2005,60.1325,61.5717,60.3894,59.6628,64.7244,62.0966,60.8972,58.5884,55.7388,57.6704,64.8332
CRNFORCAT-PWY," CREATININASE-RXN CREATINASE-RXN ( SARCOX-RXN , SARCOSINE-DEHYDROGENASE-RXN ) ",4.9976,5.6481,4.5091,11.1706,12.5218,8.0223,19.5606,17.4513,18.7005,21.8217,24.1804,22.619,23.3372,23.7475,23.2535,19.9623,20.5401,22.4387,22.103,21.4022,21.5623,7.118,7.8483,6.1115,12.8699,12.4063,11.8313,10.3888,9.6265,9.358,11.3024,11.0297,16.4506,14.5263,13.4909,17.3887,14.2398,18.0457,15.1602,13.5221,13.0906,9.7601,9.8766,9.0331,5.692,7.8204,6.2569,7.971,8.3543,8.3561,10.9644,13.9244,13.6817,12.5442,12.0722,12.2864,12.8266,9.6483,10.7187,11.0782,10.2753,10.8154,12.1192,12.211,9.9535,9.9348,7.4802,7.1444,12.5506,8.6866,10.0428,10.0898,9.6343,9.1166,8.0212,9.0185,4.5351,7.1355,6.5431,6.1553,7.2463,7.175,6.0792,7.5165,8.3261,9.2433,7.735,8.8649,6.4954,21.8822,11.3433,11.1417,14.456,8.1731,8.4255,15.3478,9.0176,8.286,10.7105,5.6069,7.5578,4.5525,6.678,8.7478,9.6106,8.4914,7.9194,6.4864,5.3075,14.1537,11.4463,11.1443,6.6927,9.2492,10.0693,10.0047,7.6058,10.036,6.7275,7.3078,9.3745,7.546,6.3093,6.7096,7.1024,5.5678,6.8802
